counter,start,storeDLT,storeKfrags,finish
0,1650930783298,1650930797489,1650930801828,1650930814165
1,1650930814925,1650930822593,1650930836937,1650930844181
2,1650930845791,1650930863457,1650930868453,1650930878142
3,1650930878439,1650930883106,1650930893466,1650930904520
4,1650930904702,1650930921492,1650930924510,1650930936090
5,1650930936404,1650930942359,1650930945234,1650930955423
6,1650930955499,1650930968318,1650930974833,1650930981548
7,1650930983046,1650930996919,1650930997673,1650931004100
8,1650931004973,1650931009660,1650931010243,1650931014710
9,1650931016150,1650931018922,1650931019679,1650931022516
