counter,start,storeDLT,storeKfrags,finish
0,1650930522638,1650930532374,1650930537215,1650930542772
1,1650930542864,1650930551055,1650930552196,1650930553736
2,1650930554153,1650930573668,1650930576628,1650930580197
3,1650930580241,1650930586504,1650930589493,1650930599224
4,1650930599555,1650930608428,1650930610446,1650930610995
5,1650930611033,1650930619144,1650930626095,1650930634658
6,1650930634686,1650930643387,1650930644063,1650930650201
7,1650930650661,1650930659305,1650930663454,1650930671610
8,1650930676567,1650930689004,1650930693378,1650930696437
9,1650930697432,1650930703489,1650930704068,1650930710705
