counter,start,storeDLT,storeKfrags,finish
0,1650930522512,1650930530352,1650930531069,1650930537083
1,1650930538064,1650930548497,1650930551663,1650930552147
2,1650930555329,1650930574718,1650930577301,1650930580790
3,1650930581399,1650930585002,1650930586318,1650930589422
4,1650930590620,1650930605996,1650930610393,1650930616097
5,1650930616557,1650930628461,1650930635079,1650930643921
6,1650930644399,1650930651851,1650930659134,1650930664224
7,1650930664469,1650930684810,1650930689856,1650930699157
8,1650930699969,1650930712343,1650930712866,1650930715756
9,1650930715950,1650930724647,1650930725235,1650930728187
