counter,start,storeDLT,storeKfrags,finish
0,1650930009102,1650930018631,1650930025303,1650930028643
1,1650930031328,1650930038120,1650930039514,1650930042802
2,1650930043254,1650930053082,1650930054639,1650930060274
3,1650930062043,1650930072553,1650930073754,1650930083720
4,1650930084521,1650930099786,1650930106669,1650930110633
5,1650930110937,1650930119260,1650930119769,1650930124093
6,1650930129076,1650930146950,1650930149680,1650930152683
7,1650930153492,1650930165134,1650930167359,1650930171809
8,1650930172524,1650930180862,1650930181510,1650930189427
9,1650930190299,1650930196193,1650930196833,1650930203732
