counter,start,storeDLT,storeKfrags,finish
0,1650928763313,1650928766261,1650928766759,1650928771718
1,1650928773211,1650928776467,1650928776940,1650928779870
2,1650928780866,1650928786958,1650928787523,1650928790506
3,1650928790989,1650928798760,1650928799229,1650928799794
4,1650928800822,1650928807539,1650928808190,1650928811071
5,1650928811983,1650928818967,1650928819588,1650928822605
6,1650928822694,1650928831005,1650928832041,1650928834742
7,1650928835558,1650928840620,1650928841250,1650928844242
8,1650928845636,1650928849865,1650928850345,1650928853155
9,1650928853212,1650928856550,1650928857041,1650928859917
