counter,start,storeDLT,storeKfrags,finish
0,1650928761787,1650928769410,1650928769895,1650928772995
1,1650928773006,1650928779430,1650928780007,1650928783154
2,1650928783830,1650928789442,1650928789923,1650928790498
3,1650928791494,1650928794543,1650928795022,1650928797971
4,1650928798910,1650928807560,1650928808205,1650928811069
5,1650928811962,1650928820207,1650928821999,1650928824815
6,1650928828390,1650928837539,1650928838143,1650928841219
7,1650928841893,1650928845311,1650928845957,1650928848819
8,1650928849033,1650928852362,1650928853039,1650928856873
9,1650928857032,1650928866642,1650928867181,1650928867691
