counter,start,storeDLT,storeKfrags,finish
0,1650935925300,1650935943704,1650935957597,1650935964674
1,1650935966378,1650935991158,1650936001236,1650936013561
2,1650936013940,1650936041409,1650936049071,1650936087209
3,1650936088350,1650936091663,1650936092327,1650936123896
4,1650936124143,1650936132281,1650936133479,1650936138173
5,1650936139128,1650936180557,1650936184717,1650936196044
6,1650936196112,1650936229501,1650936243189,1650936261470
7,1650936263234,1650936286547,1650936299048,1650936315453
8,1650936316163,1650936343172,1650936349738,1650936359881
9,1650936360508,1650936367798,1650936384584,1650936387876
