counter,start,storeDLT,storeKfrags,finish
0,1650935920908,1650935938984,1650935957192,1650935970974
1,1650935971799,1650935994058,1650936009231,1650936027878
2,1650936027993,1650936046105,1650936053263,1650936074231
3,1650936074836,1650936084863,1650936097561,1650936127039
4,1650936127461,1650936175917,1650936177605,1650936188165
5,1650936188324,1650936239881,1650936240623,1650936253900
6,1650936254726,1650936277629,1650936288139,1650936302133
7,1650936302442,1650936322053,1650936333365,1650936342822
8,1650936343730,1650936353202,1650936357314,1650936365043
9,1650936367998,1650936389291,1650936399646,1650936412080
