counter,start,storeDLT,storeKfrags,finish
0,1650935418154,1650935439613,1650935440465,1650935446369
1,1650935448342,1650935469329,1650935469950,1650935470529
2,1650935471091,1650935488563,1650935502007,1650935523755
3,1650935526276,1650935541744,1650935550429,1650935553317
4,1650935553791,1650935562662,1650935569568,1650935586820
5,1650935587968,1650935601530,1650935613578,1650935633606
6,1650935633986,1650935653242,1650935656985,1650935675348
7,1650935675810,1650935686469,1650935700182,1650935710418
8,1650935710735,1650935726708,1650935739942,1650935740480
9,1650935742520,1650935772324,1650935789458,1650935792390
