counter,start,storeDLT,storeKfrags,finish
0,1650935418260,1650935432364,1650935445410,1650935449566
1,1650935450735,1650935465127,1650935472961,1650935473435
2,1650935474604,1650935486178,1650935499069,1650935508667
3,1650935508791,1650935538155,1650935541201,1650935550375
4,1650935550887,1650935565715,1650935576188,1650935590577
5,1650935590929,1650935607159,1650935617075,1650935617538
6,1650935618006,1650935646504,1650935650633,1650935672457
7,1650935673264,1650935697163,1650935710507,1650935720227
8,1650935721390,1650935742683,1650935766173,1650935786613
9,1650935787968,1650935800984,1650935801658,1650935805947
