counter,start,storeDLT,storeKfrags,finish
0,1650935421772,1650935439907,1650935445120,1650935453185
1,1650935456090,1650935476444,1650935480265,1650935488683
2,1650935489187,1650935525263,1650935528346,1650935529000
3,1650935529356,1650935554767,1650935562789,1650935565207
4,1650935565485,1650935591441,1650935595116,1650935601061
5,1650935601467,1650935613979,1650935617236,1650935617714
6,1650935617861,1650935643684,1650935646666,1650935664269
7,1650935664989,1650935677701,1650935686558,1650935687048
8,1650935688905,1650935714986,1650935724428,1650935725356
9,1650935726057,1650935758044,1650935778216,1650935778944
