counter,start,storeDLT,storeKfrags,finish
0,1650931762432,1650931769859,1650931777632,1650931782338
1,1650931782352,1650931793994,1650931806404,1650931823717
2,1650931824864,1650931832616,1650931839787,1650931856269
3,1650931859410,1650931881262,1650931893867,1650931907924
4,1650931907986,1650931924943,1650931932263,1650931940764
5,1650931943622,1650931966155,1650931971785,1650931974953
6,1650931977644,1650931998223,1650932003958,1650932010318
7,1650932010842,1650932025968,1650932032813,1650932041446
8,1650932042776,1650932049404,1650932050075,1650932060562
9,1650932061358,1650932068473,1650932069054,1650932073453
