counter,start,storeDLT,storeKfrags,finish
0,1650931762153,1650931770061,1650931778890,1650931789404
1,1650931789740,1650931813814,1650931828099,1650931836504
2,1650931836618,1650931848417,1650931856521,1650931870912
3,1650931873396,1650931888013,1650931902046,1650931912933
4,1650931913755,1650931924935,1650931934849,1650931950790
5,1650931952447,1650931969252,1650931971609,1650931974690
6,1650931978017,1650931995752,1650931999024,1650932004038
7,1650932005348,1650932013359,1650932023622,1650932026977
8,1650932026998,1650932044113,1650932046530,1650932049604
9,1650932050139,1650932059439,1650932060053,1650932062999
