counter,start,storeDLT,storeKfrags,finish
0,1650931765063,1650931793996,1650931806398,1650931822195
1,1650931824044,1650931839888,1650931841341,1650931848400
2,1650931848449,1650931869284,1650931872250,1650931878694
3,1650931879758,1650931899177,1650931899716,1650931907296
4,1650931907811,1650931919995,1650931926431,1650931932566
5,1650931932887,1650931942188,1650931953762,1650931965327
6,1650931965482,1650931981506,1650931984286,1650931995541
7,1650931996073,1650932001281,1650932004959,1650932008130
8,1650932008371,1650932015919,1650932026054,1650932032201
9,1650932033159,1650932044277,1650932044894,1650932047972
