counter,start,storeDLT,storeKfrags,finish
0,1650928638830,1650928647495,1650928647937,1650928648546
1,1650928648677,1650928653509,1650928654067,1650928657029
2,1650928657037,1650928661936,1650928662570,1650928663226
3,1650928665842,1650928672804,1650928673328,1650928673776
4,1650928674566,1650928680001,1650928680569,1650928681051
5,1650928681786,1650928687870,1650928688438,1650928688782
6,1650928689239,1650928693449,1650928694025,1650928694504
7,1650928694638,1650928701388,1650928702020,1650928702294
8,1650928703907,1650928717264,1650928717809,1650928718247
9,1650928720026,1650928723530,1650928724043,1650928724307
