counter,start,storeDLT,storeKfrags,finish
0,1650929599027,1650929612653,1650929613458,1650929613782
1,1650929614095,1650929625131,1650929627227,1650929627486
2,1650929627748,1650929636275,1650929636899,1650929640662
3,1650929640949,1650929648985,1650929649549,1650929652745
4,1650929653485,1650929667883,1650929668473,1650929668784
5,1650929669495,1650929675070,1650929676150,1650929676654
6,1650929677338,1650929685064,1650929685588,1650929685839
7,1650929685977,1650929693325,1650929695032,1650929698411
8,1650929699238,1650929707098,1650929707599,1650929707998
9,1650929709767,1650929719403,1650929721372,1650929724743
