counter,start,storeDLT,storeKfrags,finish
0,1650934938307,1650934983502,1650934990843,1650934991314
1,1650934993811,1650935003960,1650935004546,1650935022560
2,1650935023156,1650935041275,1650935054836,1650935064896
3,1650935065019,1650935080622,1650935095672,1650935098055
4,1650935098726,1650935111943,1650935114001,1650935114501
5,1650935114730,1650935124042,1650935130569,1650935131203
6,1650935133963,1650935161565,1650935167261,1650935183024
7,1650935183064,1650935204169,1650935204774,1650935205443
8,1650935206952,1650935220777,1650935221310,1650935221780
9,1650935222446,1650935231002,1650935232268,1650935243565
