counter,start,storeDLT,storeKfrags,finish
0,1650934936582,1650934964910,1650934971186,1650934971818
1,1650934972763,1650934990931,1650935009578,1650935010062
2,1650935013436,1650935017718,1650935018369,1650935023373
3,1650935024406,1650935041277,1650935052025,1650935056122
4,1650935057123,1650935074370,1650935080530,1650935081557
5,1650935082050,1650935104484,1650935110737,1650935111032
6,1650935111666,1650935146547,1650935147073,1650935147473
7,1650935148759,1650935182816,1650935188444,1650935188944
8,1650935189483,1650935221005,1650935234756,1650935235421
9,1650935236366,1650935249563,1650935260816,1650935262498
