counter,start,storeDLT,storeKfrags,finish
0,1650934936125,1650934963896,1650934970665,1650934971189
1,1650934972215,1650934994819,1650934996175,1650934996793
2,1650934997099,1650935023271,1650935025720,1650935026113
3,1650935026724,1650935031997,1650935047771,1650935059550
4,1650935060282,1650935080622,1650935083932,1650935084186
5,1650935085812,1650935093669,1650935094253,1650935097206
6,1650935097973,1650935101609,1650935104745,1650935110878
7,1650935111335,1650935124022,1650935130394,1650935130975
8,1650935132024,1650935178844,1650935191527,1650935191842
9,1650935193177,1650935204829,1650935221244,1650935224931
