counter,start,storeDLT,storeKfrags,finish
0,1650934935606,1650934963847,1650934970274,1650934970860
1,1650934973531,1650934987964,1650935008700,1650935009180
2,1650935010557,1650935025715,1650935032000,1650935036976
3,1650935037443,1650935051268,1650935059653,1650935065156
4,1650935066718,1650935075396,1650935078133,1650935100598
5,1650935101262,1650935143405,1650935162032,1650935162512
6,1650935165198,1650935185175,1650935195005,1650935195573
7,1650935196426,1650935221006,1650935234768,1650935235037
8,1650935239412,1650935253993,1650935264001,1650935271240
9,1650935271596,1650935276588,1650935277061,1650935277520
