counter,start,storeDLT,storeKfrags,finish
0,1650934938209,1650934963894,1650934971187,1650934979577
1,1650934980816,1650934991557,1650934994650,1650934995320
2,1650934996125,1650935019830,1650935040197,1650935051267
3,1650935051631,1650935064933,1650935070218,1650935070516
4,1650935070728,1650935080620,1650935098613,1650935101258
5,1650935103138,1650935132843,1650935135145,1650935140856
6,1650935141454,1650935163663,1650935175457,1650935175802
7,1650935176659,1650935204199,1650935218037,1650935236882
8,1650935238277,1650935258183,1650935258871,1650935259353
9,1650935260302,1650935276117,1650935276698,1650935276949
