counter,start,storeDLT,storeKfrags,finish
0,1650934935635,1650934963853,1650934966335,1650934966655
1,1650934970338,1650934980627,1650935006218,1650935006832
2,1650935009446,1650935023092,1650935040391,1650935043845
3,1650935045370,1650935071839,1650935075486,1650935078658
4,1650935080516,1650935089015,1650935104607,1650935111942
5,1650935112948,1650935161658,1650935174416,1650935180236
6,1650935180674,1650935204154,1650935205044,1650935205547
7,1650935206255,1650935220777,1650935224631,1650935244971
8,1650935245552,1650935268003,1650935271246,1650935271724
9,1650935272372,1650935280785,1650935281356,1650935284244
