counter,start,storeDLT,storeKfrags,finish
0,1650934935025,1650934958340,1650934963966,1650934964272
1,1650934964573,1650934979575,1650934983580,1650934984158
2,1650934984383,1650935008739,1650935011111,1650935038286
3,1650935039812,1650935045438,1650935054478,1650935059701
4,1650935059911,1650935097755,1650935104578,1650935104925
5,1650935105405,1650935119311,1650935140545,1650935141050
6,1650935141119,1650935158486,1650935166659,1650935167256
7,1650935168151,1650935178849,1650935185578,1650935186131
8,1650935186570,1650935204175,1650935218037,1650935218638
9,1650935219034,1650935237635,1650935246693,1650935247236
