counter,start,storeDLT,storeKfrags,finish
0,1650928890658,1650928894306,1650928894952,1650928898243
1,1650928899123,1650928905591,1650928906154,1650928909393
2,1650928911451,1650928915925,1650928916450,1650928919464
3,1650928919581,1650928927988,1650928928632,1650928931770
4,1650928933039,1650928938430,1650928938992,1650928942138
5,1650928942272,1650928952891,1650928953409,1650928956292
6,1650928957016,1650928961545,1650928962065,1650928965018
7,1650928966048,1650928973986,1650928974646,1650928977601
8,1650928977737,1650928984373,1650928985137,1650928988273
9,1650928989014,1650928997964,1650928998510,1650929001460
