counter,start,storeDLT,storeKfrags,finish
0,1650939680583,1650939711016,1650939715134,1650939720949
1,1650939721437,1650939726787,1650939730376,1650939738765
2,1650939739388,1650939745648,1650939769822,1650939776246
3,1650939777383,1650939792632,1650939819872,1650939822832
4,1650939823355,1650939830546,1650939848034,1650939853042
5,1650939854139,1650939888639,1650939901510,1650939913925
6,1650939913957,1650939934588,1650939938472,1650939960176
7,1650939962063,1650939990800,1650939992125,1650939995718
8,1650939996441,1650940032490,1650940056757,1650940082748
9,1650940082965,1650940095381,1650940110089,1650940139480
