counter,start,storeDLT,storeKfrags,finish
0,1650939680322,1650939710835,1650939715025,1650939737439
1,1650939739776,1650939769820,1650939775443,1650939782211
2,1650939785857,1650939813412,1650939833384,1650939853764
3,1650939854182,1650939860628,1650939890444,1650939901413
4,1650939901735,1650939911234,1650939924137,1650939947377
5,1650939948605,1650939965206,1650939971441,1650939995114
6,1650939995843,1650940031773,1650940036873,1650940047113
7,1650940048122,1650940067721,1650940080838,1650940111838
8,1650940114406,1650940156395,1650940158120,1650940161822
9,1650940162812,1650940202454,1650940226735,1650940230306
