counter,start,storeDLT,storeKfrags,finish
0,1650939681419,1650939714833,1650939734161,1650939743371
1,1650939744111,1650939794707,1650939799593,1650939819355
2,1650939820042,1650939843928,1650939864318,1650939869466
3,1650939870833,1650939890047,1650939918113,1650939941644
4,1650939941689,1650939977381,1650939981539,1650939984956
5,1650939986623,1650939992030,1650940013437,1650940027687
6,1650940029611,1650940058785,1650940082852,1650940096473
7,1650940096520,1650940123507,1650940153548,1650940158116
8,1650940160527,1650940164312,1650940166646,1650940179139
9,1650940179188,1650940194497,1650940218022,1650940222829
