counter,start,storeDLT,storeKfrags,finish
0,1650939680554,1650939703670,1650939726172,1650939748899
1,1650939749146,1650939762427,1650939763472,1650939766517
2,1650939766810,1650939779422,1650939785599,1650939792970
3,1650939793140,1650939813961,1650939834417,1650939862876
4,1650939864084,1650939893427,1650939904370,1650939936932
5,1650939936939,1650939960198,1650939980873,1650939984446
6,1650939986417,1650940006062,1650940018854,1650940035140
7,1650940035293,1650940065444,1650940091767,1650940110009
8,1650940110881,1650940129036,1650940137124,1650940156884
9,1650940157787,1650940169379,1650940171741,1650940178213
