counter,start,storeDLT,storeKfrags,finish
0,1650937087504,1650937101907,1650937123619,1650937140316
1,1650937141876,1650937172049,1650937192420,1650937211996
2,1650937212779,1650937232463,1650937247935,1650937263268
3,1650937263304,1650937278952,1650937292264,1650937301695
4,1650937306126,1650937315504,1650937323824,1650937334549
5,1650937334870,1650937370086,1650937375612,1650937389529
6,1650937389552,1650937417395,1650937432547,1650937435626
7,1650937436948,1650937467864,1650937475657,1650937476502
8,1650937476881,1650937509142,1650937510588,1650937511180
9,1650937511295,1650937523481,1650937523991,1650937530782
