counter,start,storeDLT,storeKfrags,finish
0,1650937086598,1650937107655,1650937123925,1650937130584
1,1650937131739,1650937158633,1650937165911,1650937166500
2,1650937166609,1650937183614,1650937192724,1650937209518
3,1650937209763,1650937242295,1650937261140,1650937275964
4,1650937277284,1650937299237,1650937318807,1650937319383
5,1650937321715,1650937348470,1650937360968,1650937361571
6,1650937362362,1650937385133,1650937386792,1650937391385
7,1650937391539,1650937415036,1650937419237,1650937436764
8,1650937438158,1650937470028,1650937475664,1650937479446
9,1650937480043,1650937502693,1650937513246,1650937521217
