counter,start,storeDLT,storeKfrags,finish
0,1650937087882,1650937107431,1650937123812,1650937139173
1,1650937139239,1650937155667,1650937176431,1650937182779
2,1650937186364,1650937200529,1650937218551,1650937242593
3,1650937244246,1650937273933,1650937275353,1650937278330
4,1650937278798,1650937302295,1650937325359,1650937335164
5,1650937335518,1650937351382,1650937356569,1650937357269
6,1650937357627,1650937374488,1650937387390,1650937400291
7,1650937402587,1650937434619,1650937443707,1650937444326
8,1650937444703,1650937449533,1650937457745,1650937460821
9,1650937461851,1650937478222,1650937499321,1650937499813
