counter,start,storeDLT,storeKfrags,finish
0,1650937086787,1650937108068,1650937114584,1650937121463
1,1650937122516,1650937159863,1650937167843,1650937177405
2,1650937177582,1650937206143,1650937211381,1650937229310
3,1650937229594,1650937250787,1650937254472,1650937258174
4,1650937260401,1650937269018,1650937282150,1650937296859
5,1650937297792,1650937318810,1650937328334,1650937338784
6,1650937339694,1650937350263,1650937356361,1650937364762
7,1650937368847,1650937373880,1650937386676,1650937387303
8,1650937387545,1650937412896,1650937418848,1650937428454
9,1650937432091,1650937452520,1650937460404,1650937470026
