counter,start,storeDLT,storeKfrags,finish
0,1650937086637,1650937114084,1650937117039,1650937117561
1,1650937119938,1650937143795,1650937152884,1650937162098
2,1650937162252,1650937178310,1650937196305,1650937218430
3,1650937218762,1650937258085,1650937275863,1650937288464
4,1650937288553,1650937308129,1650937316927,1650937317464
5,1650937319257,1650937326246,1650937340501,1650937347554
6,1650937347812,1650937378383,1650937393968,1650937410535
7,1650937411639,1650937440122,1650937464601,1650937479663
8,1650937481111,1650937505456,1650937515172,1650937522242
9,1650937527879,1650937535556,1650937536173,1650937539073
