counter,start,storeDLT,storeKfrags,finish
0,1650937089845,1650937116534,1650937125249,1650937142654
1,1650937144868,1650937165997,1650937174309,1650937180135
2,1650937180136,1650937205316,1650937219761,1650937245461
3,1650937245985,1650937266977,1650937278862,1650937292361
4,1650937292382,1650937319634,1650937328405,1650937328943
5,1650937329553,1650937350730,1650937356566,1650937357269
6,1650937357719,1650937389743,1650937399870,1650937407343
7,1650937407429,1650937428586,1650937432658,1650937461729
8,1650937462190,1650937470353,1650937478926,1650937480494
9,1650937481692,1650937507302,1650937515292,1650937523990
