counter,start,storeDLT,storeKfrags,finish
0,1650931432243,1650931445043,1650931457750,1650931463871
1,1650931464134,1650931476166,1650931480084,1650931483231
2,1650931483416,1650931492186,1650931497465,1650931498078
3,1650931502546,1650931516117,1650931526439,1650931529511
4,1650931531493,1650931543973,1650931545707,1650931558523
5,1650931559972,1650931565247,1650931565880,1650931572008
6,1650931572501,1650931589317,1650931592219,1650931592838
7,1650931593081,1650931610218,1650931612150,1650931621363
8,1650931622679,1650931640212,1650931647070,1650931649184
9,1650931650862,1650931658683,1650931660176,1650931660686
