counter,start,storeDLT,storeKfrags,finish
0,1650931431748,1650931438779,1650931440609,1650931444108
1,1650931446452,1650931452202,1650931455075,1650931458152
2,1650931458179,1650931467577,1650931471978,1650931473407
3,1650931474785,1650931489167,1650931497469,1650931500529
4,1650931502661,1650931518489,1650931524706,1650931534836
5,1650931534866,1650931549594,1650931550926,1650931554604
6,1650931555888,1650931564531,1650931572022,1650931580309
7,1650931582931,1650931599457,1650931604070,1650931606627
8,1650931607674,1650931618501,1650931624847,1650931636828
9,1650931637505,1650931647176,1650931651772,1650931655532
