counter,start,storeDLT,storeKfrags,finish
0,1650930523070,1650930533887,1650930534567,1650930537592
1,1650930537734,1650930545536,1650930553331,1650930557272
2,1650930559481,1650930565078,1650930573755,1650930574708
3,1650930576193,1650930586332,1650930589682,1650930592923
4,1650930593473,1650930599590,1650930605658,1650930612453
5,1650930612610,1650930619140,1650930626096,1650930631406
6,1650930633255,1650930641158,1650930644164,1650930653345
7,1650930653563,1650930668648,1650930671918,1650930678934
8,1650930679137,1650930684549,1650930689105,1650930697385
9,1650930700690,1650930709746,1650930714625,1650930717798
