counter,start,storeDLT,storeKfrags,finish
0,1650929597560,1650929610693,1650929612677,1650929615583
1,1650929616052,1650929625280,1650929627230,1650929627713
2,1650929628476,1650929636280,1650929640476,1650929640760
3,1650929640993,1650929649515,1650929652145,1650929655141
4,1650929655733,1650929663741,1650929664392,1650929664795
5,1650929665079,1650929675524,1650929679744,1650929680307
6,1650929681003,1650929684637,1650929685189,1650929685561
7,1650929686484,1650929695229,1650929696626,1650929699783
8,1650929701121,1650929711763,1650929715343,1650929715626
9,1650929716271,1650929723948,1650929724457,1650929724985
