counter,start,storeDLT,storeKfrags,finish
0,1650929597865,1650929603374,1650929610722,1650929616454
1,1650929616785,1650929625274,1650929627232,1650929627714
2,1650929628744,1650929637974,1650929640745,1650929641340
3,1650929643029,1650929646106,1650929648977,1650929649557
4,1650929649620,1650929654504,1650929656322,1650929659465
5,1650929660156,1650929672968,1650929675068,1650929679426
6,1650929680438,1650929684785,1650929685291,1650929689172
7,1650929692100,1650929698676,1650929699242,1650929702352
8,1650929702451,1650929706675,1650929711776,1650929712629
9,1650929713464,1650929719242,1650929720152,1650929722982
