counter,start,storeDLT,storeKfrags,finish
0,1650934936493,1650934960695,1650934961238,1650934964700
1,1650934965225,1650934980628,1650935006180,1650935006603
2,1650935008152,1650935030292,1650935032111,1650935032692
3,1650935032851,1650935039733,1650935045629,1650935046023
4,1650935046885,1650935059086,1650935060954,1650935061404
5,1650935062409,1650935070140,1650935075399,1650935077339
6,1650935077422,1650935095964,1650935096491,1650935096814
7,1650935097220,1650935121476,1650935123331,1650935126582
8,1650935128646,1650935161425,1650935169602,1650935183240
9,1650935184060,1650935204351,1650935220775,1650935221197
