counter,start,storeDLT,storeKfrags,finish
0,1650934935366,1650934958707,1650934961464,1650934962033
1,1650934962054,1650934978917,1650934981693,1650934982063
2,1650934985708,1650935009741,1650935030132,1650935030437
3,1650935031561,1650935056507,1650935060448,1650935061166
4,1650935062528,1650935086034,1650935086597,1650935091990
5,1650935094481,1650935113599,1650935121480,1650935123305
6,1650935125078,1650935135815,1650935161550,1650935173773
7,1650935174593,1650935194924,1650935211107,1650935224272
8,1650935224702,1650935243626,1650935251145,1650935251533
9,1650935252461,1650935256215,1650935264131,1650935267399
