counter,start,storeDLT,storeKfrags,finish
0,1650934936418,1650934963964,1650934971188,1650934971561
1,1650934972322,1650935003917,1650935019894,1650935022745
2,1650935022760,1650935032155,1650935037245,1650935037634
3,1650935040055,1650935059932,1650935061773,1650935067456
4,1650935067579,1650935080621,1650935095668,1650935113487
5,1650935114119,1650935127222,1650935130768,1650935137660
6,1650935137898,1650935142267,1650935154186,1650935154674
7,1650935154936,1650935175240,1650935182597,1650935183016
8,1650935183351,1650935199188,1650935201378,1650935201667
9,1650935202280,1650935221126,1650935234831,1650935246569
