counter,start,storeDLT,storeKfrags,finish
0,1650934935253,1650934958618,1650934960914,1650934963851
1,1650934966021,1650934974724,1650934994649,1650935012315
2,1650935013944,1650935017721,1650935037245,1650935037809
3,1650935037995,1650935059425,1650935067056,1650935069748
4,1650935069813,1650935086148,1650935104578,1650935110819
5,1650935112795,1650935116968,1650935123109,1650935127008
6,1650935128096,1650935156006,1650935159667,1650935160194
7,1650935161847,1650935182498,1650935185292,1650935185708
8,1650935186221,1650935213145,1650935229127,1650935229610
9,1650935231385,1650935241221,1650935249571,1650935250091
