counter,start,storeDLT,storeKfrags,finish
0,1650934935384,1650934958612,1650934964272,1650934970849
1,1650934971242,1650934993028,1650934994722,1650934995321
2,1650934995421,1650935006069,1650935023191,1650935023691
3,1650935027135,1650935034093,1650935037251,1650935037636
4,1650935038292,1650935059036,1650935065039,1650935065361
5,1650935066401,1650935073118,1650935077634,1650935077941
6,1650935078816,1650935123027,1650935124227,1650935124842
7,1650935125813,1650935161503,1650935169750,1650935170401
8,1650935171148,1650935192622,1650935207927,1650935208326
9,1650935211609,1650935225415,1650935239623,1650935239890
