counter,start,storeDLT,storeKfrags,finish
0,1650934935747,1650934963854,1650934970406,1650934978348
1,1650934980113,1650934987960,1650934991563,1650934994650
2,1650934995687,1650935019998,1650935022293,1650935023073
3,1650935023128,1650935047994,1650935057932,1650935058393
4,1650935058480,1650935069967,1650935088430,1650935088808
5,1650935089205,1650935093418,1650935110819,1650935111338
6,1650935111757,1650935121267,1650935130255,1650935130974
7,1650935131496,1650935154130,1650935159648,1650935161181
8,1650935161279,1650935178512,1650935189787,1650935190083
9,1650935190666,1650935214147,1650935231981,1650935246571
