counter,start,storeDLT,storeKfrags,finish
0,1650934935457,1650934958617,1650934964407,1650934976248
1,1650934978424,1650934991558,1650934993011,1650934996071
2,1650934997253,1650935006024,1650935023304,1650935023614
3,1650935025303,1650935029415,1650935034238,1650935037436
4,1650935038866,1650935056504,1650935059726,1650935071838
5,1650935072863,1650935081727,1650935095773,1650935096109
6,1650935100107,1650935142889,1650935156280,1650935156600
7,1650935157926,1650935178430,1650935185314,1650935185633
8,1650935186039,1650935192959,1650935208148,1650935224172
9,1650935224964,1650935233605,1650935235945,1650935249505
