counter,start,storeDLT,storeKfrags,finish
0,1650934936170,1650934963893,1650934970644,1650934981674
1,1650934982681,1650935011036,1650935019688,1650935041079
2,1650935043686,1650935059930,1650935065359,1650935087861
3,1650935090870,1650935108545,1650935125870,1650935146976
4,1650935148134,1650935169641,1650935182595,1650935183093
5,1650935187370,1650935204816,1650935214441,1650935234754
6,1650935235091,1650935260861,1650935268108,1650935276113
7,1650935277058,1650935284694,1650935285164,1650935287032
8,1650935287684,1650935297092,1650935297580,1650935298321
9,1650935299864,1650935304302,1650935304897,1650935307758
