counter,start,storeDLT,storeKfrags,finish
0,1650931432161,1650931444720,1650931457758,1650931458348
1,1650931459059,1650931473494,1650931476466,1650931482920
2,1650931483062,1650931495525,1650931501348,1650931508007
3,1650931509945,1650931529214,1650931536051,1650931545382
4,1650931545636,1650931562699,1650931564670,1650931572006
5,1650931572123,1650931576240,1650931579092,1650931585230
6,1650931585770,1650931599459,1650931610206,1650931612047
7,1650931612464,1650931619112,1650931622333,1650931634166
8,1650931635445,1650931647495,1650931651950,1650931652609
9,1650931653246,1650931663295,1650931666023,1650931670653
