counter,start,storeDLT,storeKfrags,finish
0,1650938417408,1650938453956,1650938459793,1650938469108
1,1650938469649,1650938490710,1650938506123,1650938506796
2,1650938507175,1650938528527,1650938534137,1650938547851
3,1650938547967,1650938571934,1650938578264,1650938592103
4,1650938592143,1650938617421,1650938627427,1650938627727
5,1650938627925,1650938636230,1650938669285,1650938673908
6,1650938673941,1650938678513,1650938699813,1650938717839
7,1650938718889,1650938735352,1650938736882,1650938737364
8,1650938738083,1650938746608,1650938747146,1650938747426
9,1650938747599,1650938758391,1650938767804,1650938768326
