counter,start,storeDLT,storeKfrags,finish
0,1650938417786,1650938454972,1650938460608,1650938474431
1,1650938478330,1650938491838,1650938493509,1650938494193
2,1650938494569,1650938506912,1650938517645,1650938525324
3,1650938527782,1650938556977,1650938572323,1650938582475
4,1650938583355,1650938588810,1650938596314,1650938607143
5,1650938607446,1650938625279,1650938638476,1650938638886
6,1650938641260,1650938657212,1650938663686,1650938667657
7,1650938667901,1650938681892,1650938685690,1650938688648
8,1650938689200,1650938701260,1650938710156,1650938718185
9,1650938720172,1650938752753,1650938758488,1650938758894
