counter,start,storeDLT,storeKfrags,finish
0,1650938418065,1650938454383,1650938460021,1650938471366
1,1650938471469,1650938486312,1650938506797,1650938507619
2,1650938509803,1650938514878,1650938528220,1650938529830
3,1650938530358,1650938534334,1650938547963,1650938551645
4,1650938551716,1650938556691,1650938572019,1650938582670
5,1650938583925,1650938601924,1650938611273,1650938615442
6,1650938616405,1650938651000,1650938657830,1650938685592
7,1650938686938,1650938694900,1650938709993,1650938710296
8,1650938711215,1650938736986,1650938748686,1650938749374
9,1650938750175,1650938775724,1650938783582,1650938789205
