counter,start,storeDLT,storeKfrags,finish
0,1650938418743,1650938454381,1650938460423,1650938474741
1,1650938475148,1650938491843,1650938492493,1650938508120
2,1650938508549,1650938527888,1650938543039,1650938543458
3,1650938545270,1650938571929,1650938578264,1650938592098
4,1650938592282,1650938625275,1650938638487,1650938650672
5,1650938655712,1650938669282,1650938673917,1650938688069
6,1650938689020,1650938696739,1650938701353,1650938701767
7,1650938701913,1650938718138,1650938739058,1650938739575
8,1650938739932,1650938771111,1650938781874,1650938785036
9,1650938787070,1650938802111,1650938803136,1650938803646
