counter,start,storeDLT,storeKfrags,finish
0,1650938417859,1650938453662,1650938459587,1650938464808
1,1650938465984,1650938482447,1650938486920,1650938511265
2,1650938511282,1650938532700,1650938547956,1650938549494
3,1650938550681,1650938573202,1650938591884,1650938606934
4,1650938609117,1650938625280,1650938638577,1650938639188
5,1650938640387,1650938653760,1650938685382,1650938699711
6,1650938700280,1650938715070,1650938738857,1650938740775
7,1650938740845,1650938752690,1650938771083,1650938771418
8,1650938773777,1650938796585,1650938802010,1650938811237
9,1650938812684,1650938820646,1650938821175,1650938824132
