counter,start,storeDLT,storeKfrags,finish
0,1650938417416,1650938454870,1650938460514,1650938460849
1,1650938461114,1650938503429,1650938515492,1650938515821
2,1650938515847,1650938540070,1650938541407,1650938542730
3,1650938544943,1650938551864,1650938554815,1650938559215
4,1650938559505,1650938575402,1650938592102,1650938594956
5,1650938595147,1650938612678,1650938622804,1650938623127
6,1650938623131,1650938658140,1650938659916,1650938660203
7,1650938660476,1650938671139,1650938699506,1650938704553
8,1650938704637,1650938718068,1650938720297,1650938735347
9,1650938738907,1650938765761,1650938775699,1650938776125
