counter,start,storeDLT,storeKfrags,finish
0,1650938418189,1650938454383,1650938460097,1650938461627
1,1650938463855,1650938500961,1650938506284,1650938523913
2,1650938523925,1650938548364,1650938551866,1650938554508
3,1650938556056,1650938561677,1650938573248,1650938577470
4,1650938578571,1650938599055,1650938617490,1650938627726
5,1650938628089,1650938658237,1650938659058,1650938666674
6,1650938666880,1650938687425,1650938699812,1650938700426
7,1650938701369,1650938715076,1650938724003,1650938724324
8,1650938725380,1650938760126,1650938767640,1650938768327
9,1650938768384,1650938782140,1650938785649,1650938789719
