counter,start,storeDLT,storeKfrags,finish
0,1650938418641,1650938446304,1650938468706,1650938470047
1,1650938470073,1650938511288,1650938534229,1650938534563
2,1650938534895,1650938561885,1650938568021,1650938568264
3,1650938568398,1650938575400,1650938591918,1650938592394
4,1650938592873,1650938599056,1650938613286,1650938613692
5,1650938614821,1650938650994,1650938660520,1650938662378
6,1650938666348,1650938678926,1650938687726,1650938707506
7,1650938709010,1650938735355,1650938746306,1650938759102
8,1650938759945,1650938786052,1650938790335,1650938795864
9,1650938798217,1650938808771,1650938809496,1650938809930
