counter,start,storeDLT,storeKfrags,finish
0,1650938417989,1650938454165,1650938469422,1650938470049
1,1650938471378,1650938503412,1650938506422,1650938506894
2,1650938508432,1650938557790,1650938563363,1650938563643
3,1650938565036,1650938591890,1650938611672,1650938619345
4,1650938619631,1650938659890,1650938662971,1650938664490
5,1650938665907,1650938681901,1650938699711,1650938700226
6,1650938700763,1650938741231,1650938752959,1650938756950
7,1650938758472,1650938764961,1650938773336,1650938773646
8,1650938774878,1650938792689,1650938801905,1650938804769
9,1650938804980,1650938820545,1650938821276,1650938825151
