counter,start,storeDLT,storeKfrags,finish
0,1650932163914,1650932177745,1650932178312,1650932181794
1,1650932182058,1650932191799,1650932192406,1650932198281
2,1650932198451,1650932208772,1650932221305,1650932227195
3,1650932228360,1650932233879,1650932250418,1650932250668
4,1650932252095,1650932256827,1650932259896,1650932260418
5,1650932260445,1650932277977,1650932292071,1650932292669
6,1650932292797,1650932309496,1650932315669,1650932323114
7,1650932323708,1650932328534,1650932331692,1650932332268
8,1650932332278,1650932352695,1650932357254,1650932357635
9,1650932361262,1650932388676,1650932392209,1650932398306
