counter,start,storeDLT,storeKfrags,finish
0,1650932164150,1650932177930,1650932178726,1650932196997
1,1650932197560,1650932209039,1650932210418,1650932213198
2,1650932213629,1650932223583,1650932232559,1650932250264
3,1650932250314,1650932255781,1650932259795,1650932266425
4,1650932267152,1650932276868,1650932278975,1650932285410
5,1650932286006,1650932307282,1650932312262,1650932323662
6,1650932325859,1650932339437,1650932341647,1650932341902
7,1650932342187,1650932361252,1650932381124,1650932384143
8,1650932384497,1650932401261,1650932403349,1650932403842
9,1650932404448,1650932408779,1650932414996,1650932423367
