counter,start,storeDLT,storeKfrags,finish
0,1650932168768,1650932182206,1650932185492,1650932188518
1,1650932188614,1650932206009,1650932208551,1650932218527
2,1650932218597,1650932246074,1650932264375,1650932264755
3,1650932265320,1650932286720,1650932292379,1650932293298
4,1650932293991,1650932309389,1650932312525,1650932312854
5,1650932313451,1650932326352,1650932335950,1650932337501
6,1650932337734,1650932341741,1650932342243,1650932342803
7,1650932344493,1650932361843,1650932362468,1650932366781
8,1650932366984,1650932372364,1650932387344,1650932392238
9,1650932392589,1650932407695,1650932408596,1650932415279
