counter,start,storeDLT,storeKfrags,finish
0,1650932163975,1650932179839,1650932182254,1650932185412
1,1650932185704,1650932213824,1650932215675,1650932216061
2,1650932216862,1650932224062,1650932232909,1650932233567
3,1650932234409,1650932248922,1650932266522,1650932266772
4,1650932267680,1650932286710,1650932292776,1650932293298
5,1650932293791,1650932312187,1650932320908,1650932327857
6,1650932329018,1650932341970,1650932351639,1650932352050
7,1650932352052,1650932387156,1650932391480,1650932393650
8,1650932394286,1650932404228,1650932407199,1650932407544
9,1650932408253,1650932423543,1650932424100,1650932426954
