counter,start,storeDLT,storeKfrags,finish
0,1650932935318,1650932949651,1650932953900,1650932962263
1,1650932963012,1650932972427,1650932981901,1650932988680
2,1650932990304,1650933009067,1650933025376,1650933034572
3,1650933038661,1650933052888,1650933059104,1650933073581
4,1650933073620,1650933094638,1650933137543,1650933158333
5,1650933158834,1650933174826,1650933186224,1650933196574
6,1650933196976,1650933202778,1650933218467,1650933236956
7,1650933237954,1650933263217,1650933266458,1650933273551
8,1650933275115,1650933299027,1650933299642,1650933304785
9,1650933306038,1650933315434,1650933318101,1650933320964
