counter,start,storeDLT,storeKfrags,finish
0,1650932934770,1650932955929,1650932958489,1650932971660
1,1650932971684,1650932992049,1650932993870,1650933003530
2,1650933003666,1650933036707,1650933052681,1650933062283
3,1650933062631,1650933081764,1650933092821,1650933101701
4,1650933101982,1650933106662,1650933112356,1650933118599
5,1650933118687,1650933123448,1650933125916,1650933149120
6,1650933149210,1650933165325,1650933169295,1650933180350
7,1650933180518,1650933195573,1650933205639,1650933209363
8,1650933210643,1650933242619,1650933263197,1650933266357
9,1650933266856,1650933279601,1650933282462,1650933288576
