counter,start,storeDLT,storeKfrags,finish
0,1650932936864,1650932949643,1650932953848,1650932961354
1,1650932961513,1650932972126,1650932990623,1650932993767
2,1650932997980,1650933014356,1650933026946,1650933039370
3,1650933040600,1650933049518,1650933053096,1650933063810
4,1650933064495,1650933087570,1650933096514,1650933107132
5,1650933107232,1650933120649,1650933125914,1650933129375
6,1650933129444,1650933133355,1650933133888,1650933136957
7,1650933138406,1650933162054,1650933163703,1650933169921
8,1650933171289,1650933195547,1650933202775,1650933218784
9,1650933220191,1650933231702,1650933237339,1650933261451
